ID ,url,firstComment,latestComments/0/text,latestComments/1/text,latestComments/2/text,latestComments/3/text,latestComments/4/text,latestComments/5/text,latestComments/6/text,latestComments/7/text,latestComments/8/text
JDC COMMENTS,https://www.instagram.com/p/Bma05dHnFuj/,"Me encanta Sa Muralla, tracte excepcional del personal i el menjar bo i de qualitat  @jocdecartestv3","Me encanta Sa Muralla, tracte excepcional del personal i el menjar bo i de qualitat  @jocdecartestv3",@arni_mlg,"Uno de los mejores restaurantes de Tossa sin dudarlo Sa Murralla!! Nos lo recomendó una amiga, y todas nuestras vacaciones ya fuimos a comer allí todos los días que estuvimos por la calidad de sus platos, la gente que trabaja allí super amables, y lo bien que hacen que te.sientas. lo recomiendo a todo el mundo. Y me encantaría que ganase!!!!",Uno de.los mejores restaurantes de Tossa sin dudarlo Sa Murralla,@queralt.serra ...pues no sigo el.programa..pero algun otro encontraremos!!!!,@pepealvarez71 @espadasmj  yo creo que sale el que fuimos que queremos volver. Como gane.sera imposible hacerlo!,@noe.ge @x4vip3ich @xatiros,@javier.luque1975  @lluis_ar  @driian19  Interesante!!!,@emmuleta
JDC COMMENTS,https://www.instagram.com/p/BmQNXGBHy-n/,Sou els millors! Som súper fans del programa!!,Sou els millors! Som súper fans del programa!!,Gràcies al vosaltres el millor del estiu,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BmOwhZXH4wS/,Ay mañana… molt fan de la Priscila,Ay mañana… molt fan de la Priscila,"Masia Sagués, no sabeu ni guanyar. quina pena","Masia Sagués. Res d ganivets ni de ""relaxeus"" heu estat les primeres a anar d estratègia. Heu menyspreuat els altres concursants amb xuleria. Espero q NO guanyeu!!",,,,,,
JDC COMMENTS,https://www.instagram.com/p/BmNpLMCndNc/,Amb brasa??? Poca brasa hem vist en aquests restaurants...,Amb brasa??? Poca brasa hem vist en aquests restaurants...,Soms aquí!!!,❤,Vacances però sempre queda temps per un @jocdecartestv3,I no heu anat al @restaurantlagarrotxa ? Ho foten de collons!,Miraaaa  @jabator34,Hi serem,,
JDC COMMENTS,https://www.instagram.com/p/BmO1St4nFmc/,@laiasolves,@laiasolves,Per lo menys no hi havia mal rollo. Bon programa,"jo respecto aixo, pero crec no era puesto per esplicar",Fa unes setmanes han nomenat un bou exorcista a Catalunya. Pot anar a ajudar. Quin mal rotllo tancats en un bucle temporal però almenys poden dinar i esbargir se. No s han quedat tancats a l ascensor o al metro en hora punta,Siii,@llorencescola Jajaja sin comentarios,@6qpenya - que no hi havia mal rotllo?? Deus haver mirat un altre programa,,
JDC COMMENTS,https://www.instagram.com/p/BmS_RVQHBtS/,Que Bonica cala pirata,Que Bonica cala pirata,"Wow, Tossa de Mar",Tossa de Mar,"El codolar, tossa de Mar",Tossa de Mar!!!! Colodar!,Tossaaa!chiringuito de tossa!!!,A Tossaaaaaa :),,
JDC COMMENTS,https://www.instagram.com/p/Bl-MGG2nga-/,SOU ELS MILLORS!!!,SOU ELS MILLORS!!!,"No ens ho van perdre, el meu marit i jo",Molt bon programa,,Sou genials !!!!,Gràcies a vosaltres per un programa d'aquestes caracteristiques. Sou BRUTALS!,,BRUTAL!!!!!!!,
JDC COMMENTS,https://www.instagram.com/p/BmO4WsEH-gB/,Com es trien els restaurants @jocdecartestv3 ? Amb quin criteri? Perquè penso que enfrontar aquests 3 no ha estat just...,Com es trien els restaurants @jocdecartestv3 ? Amb quin criteri? Perquè penso que enfrontar aquests 3 no ha estat just...,"Marc, ens encanta el programa!! Una pregunteta d'un altre tema: aquesta camisa rosa de flamencs quina marca es? On la puc trobar? M'agradaria regalar-li al meu marit!! ☺️ gràcies!!",Una oportunitat única perduda per les responsables de la masia. Un aparador com Joc d cartes i la seva actitud fa que perdin o no guanyin nous clients. Se’n diu no tenir cap estratègia d comunicació... i anar molt sobradetes!,Els hi ha faltat humiltat a les pijas!! Nomès per l'actitut no crec que hi vagi. A més van de que són les millors i nomès has de llegir les ressenyes del seu restaurant!,"Insuportable l’actriu! Nena consentida. Anava més a lucir palmito q altra cosa. Els salts, en plan mega estrella, del final van fer certa peneta.",@jaume65 totalment. L elegància no és estar per damunt dels altres. És saber estar a tot arreu i anar pel món amb educació. Sobrafetes i rossant la grolleria,,,
JDC COMMENTS,https://www.instagram.com/p/Bl82ZoXBnR3/,"M'encanten els polos que porta el Marc  aquesta setmana. Quina marca son? I Felicitats al restaurant guanyador Casa Ramon,  i anirem!","M'encanten els polos que porta el Marc  aquesta setmana. Quina marca son? I Felicitats al restaurant guanyador Casa Ramon,  i anirem!","No hi ha color !!ja m’ho penssaba,la cuina es exelent","Un altre cop més hem demostrat la gent del Delta, que som AUTENTICS! BRUTALS VAMOS!","Es boicotejaran, segur....",A l’espera!!,,,,
JDC COMMENTS,https://www.instagram.com/p/BmIsrz9hmkB/,Aixo es mel,Aixo es mel,@lolamartinezvlc @joseangelponsoda maravilla! @pablo_pasgar,Som-hiiiii carteruuuuus!!!,@damiasarrorios,@carolinavegaslife manolooooooo!!!!,,,,
JDC COMMENTS,https://www.instagram.com/p/Bl833bXhdZs/,Moltes gràcies a tots. En especial a tot l'equip de @jocdecartestv3 perquè sou tots genials  una abraçada de part de les dos ♦️♥️♠️♣️,Moltes gràcies a tots. En especial a tot l'equip de @jocdecartestv3 perquè sou tots genials  una abraçada de part de les dos ♦️♥️♠️♣️,Felicitats!,Moltes Felicitats !!!! al Restautant Casa Ramón,Enhorabona!,"Moltes Felicitats, @restaurant_casa_ramon",,,,
JDC COMMENTS,https://www.instagram.com/p/Blq49dAnk9d/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Blq6RzYn9PC/,"❤️❤️❤️❤️❤️, @brunacusi","❤️❤️❤️❤️❤️, @brunacusi",❤️❤️❤️❤️Em teniu enganxada!!!,"Fins dimecres, ja sabeu que no podeu faltar cap dimecres!!!!!",,,,,,
JDC COMMENTS,https://www.instagram.com/p/Bl8XAMqnd2o/,No m’ho perdo !,No m’ho perdo !,Y la camisa #fuxia,@ainalag  alaaaa,Ni de conya m'ho perdo,,Com cada dimecres no ens perdrem el nou capítol,❤,,
JDC COMMENTS,https://www.instagram.com/p/Bl8uvYkhtKx/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Blq3LL-naLJ/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Bl7oGpQHUbK/,"@elfarocasagemma  @jocdecartestv3  @tv3cat  @catalunya_gastronomia  @karguinano  @el_bulli_  i mes que podria escriure, en volia amagar, programa molt penòs deixar substituir una cuinera per la mare que todo lo paga i una filla que ni sap ni va i que todo esta pagado... Bravo bravo vai a dormir pensant quan podré pujar a fer un tast al @xiringuitolasal .","@elfarocasagemma  @jocdecartestv3  @tv3cat  @catalunya_gastronomia  @karguinano  @el_bulli_  i mes que podria escriure, en volia amagar, programa molt penòs deixar substituir una cuinera per la mare que todo lo paga i una filla que ni sap ni va i que todo esta pagado... Bravo bravo vai a dormir pensant quan podré pujar a fer un tast al @xiringuitolasal .",Quan es el de Tosss???,"Pendrem nota ,casa Ramon ja el conec ,bona cuina !!",Molt bon programnaaaa,El meu marit i jo ho veuren,,Allá em tindreu,,
JDC COMMENTS,https://www.instagram.com/p/Blq1k1uHPwm/,Vam anar a dinar a @eltallertgn i va ser BRUTAL!,Vam anar a dinar a @eltallertgn i va ser BRUTAL!,"Moltes gràcies per tot, sou uns cracks",,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlsBSRmnd4Y/,Molt fans daquest programa.,Molt fans daquest programa.,Te esperem la proxima temporada per Llança.,molt fans del programa! amb ganes de mes! i encara més ganes de tastar la taberna del ciri...un graan BRUTAL  per tot l'equip!!,Nosaltres ja m'en tastat mes d'un!!!!,Sou genials !!!!,"Club de fans del Joanet ja, sisplau!",Gràcies a vosaltres! Els meus fills han après a descobrir l experiència gastronòmica i ara tenim una suuuuuper llista de llocs per visitar!,Jajaj em petooo!!!,Quines ganes
JDC COMMENTS,https://www.instagram.com/p/Blq0nhvnYsR/,Muchísimas gracias por todas las felicitaciones ¡¡¡ seguimos intentando ser los ganadores¡¡¡ gracias mil,Muchísimas gracias por todas las felicitaciones ¡¡¡ seguimos intentando ser los ganadores¡¡¡ gracias mil,"Donem fe! Oi que sí, @kiman11 @leidyfierro",@angelsmayoral @elias_nap aquest és! Ara ja ho sabem,"Jo conec un altre, també magnific!",@desflor i tant! Bonissim anirem un altre cop oi?,,,,
JDC COMMENTS,https://www.instagram.com/p/BlqyU1enYi1/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Blki84nl9t3/,".,.,.,......,",".,.,.,......,",A veure si ens dediquem a Fer una cuina constructiva . Sense envejes . Dedican a veure el millor plat . Sense ficar-se amb la cara del adversari si es maco O lleig,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlYz1OAnCgp/,Una experiencia inoblidable! Gràcies @jocdecartestv3,Una experiencia inoblidable! Gràcies @jocdecartestv3,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlqzuZ1HA0a/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlY4V96nTdo/,ooooh!!,ooooh!!,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlYzd1xH_Pe/,Estic desitjan anari,Estic desitjan anari,@smakkixoxo you’re welcomeeeee lmaoooo he’s so gorgeous ❤️   @madxef,"El moment més "" BRUTAL""","El millor del ""millors moments""... El Marc imitant al del ""Limón limin club""... Senzillament... B R U T A L!!!",,,,,
JDC COMMENTS,https://www.instagram.com/p/BlXm_gRHLcV/,Meu tornat a emocionar amb el record del programa de la Boqueria. Molt Grans!!!,Meu tornat a emocionar amb el record del programa de la Boqueria. Molt Grans!!!,"Hey Marc, avui he menjat al Restaurant Gessamí de Sant Esteve de Palautordera.... la cuina de la Susana, Brutal..!!",Guapo,Amb @xlazaro27 @gfiol @edu_mingu vaaa noiiis!! anem venint!!!,"Amb el meu home i el petit pelut, mentre la nena dorm!!! És el nostre millor pla dels dimecres",Amb els meus companys ( marit i gos ),Amb @edgarsae  ❤,,
JDC COMMENTS,https://www.instagram.com/p/BlYwwSHnpBZ/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlU7HilH1ng/,".,.,.,..,  .,.,.,.,.,.,.,",".,.,.,..,  .,.,.,.,.,.,.,",Ets autentic Marc!!!,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Blp2WGSHhxR/,Avui amb parella,Avui amb parella,Veure el programa amb la familia,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Bl2hqpBlZ7z/,♥️♥️,♥️♥️,"@restaurant_casa_ramon ,no tenia cap dubte de que guanyarien,el millor !!",@restaurant_casa_ramon és el millooor!!!!!,@restaurant_casa_ramon teniu tot el nostre suport!!!!,@inma_loperaromero,Quins nervis de veure’ns!,Lo Faro,,
JDC COMMENTS,https://www.instagram.com/p/Blq2JnvnOFh/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlY1cY1H8kL/,#jocdeCartesTV3 va ser un plaer “pugue” dinar al Rivera Manero a quarts de set de la tarde un dimarts  que vaig fer visita a la capital “per na a veure lo metge” com diem los de Lleideeee ! Bona atenció i millor producte ! Es l’ostia veure com arriba lo peix a la parada i triar lo que vols endrapar ! Salut i república desde lo restaurant més poligonero de Lleideeee !,#jocdeCartesTV3 va ser un plaer “pugue” dinar al Rivera Manero a quarts de set de la tarde un dimarts  que vaig fer visita a la capital “per na a veure lo metge” com diem los de Lleideeee ! Bona atenció i millor producte ! Es l’ostia veure com arriba lo peix a la parada i triar lo que vols endrapar ! Salut i república desde lo restaurant més poligonero de Lleideeee !,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlG4sKPHRkQ/,Moltes felicitats al guanyador de @jocdecartestv3 . Com@sempre gran programa.,Moltes felicitats al guanyador de @jocdecartestv3 . Com@sempre gran programa.,Molt contentas amb el resultat del joc  ha sigut un plaer participar d’aquest programa!! Moltes gràcies TV3!!,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlKup4EnjdB/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlG1LjLHmrk/,,,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlGzqjBnOW4/,"Fa fred eh, en aquesta època de l’any...?","Fa fred eh, en aquesta època de l’any...?",,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlGpvYUHkOP/,"M'encate el programa!!, pero avui no m'agradat gens!!M'ha deixat mal sabor de boca, per ser l'ultim programa","M'encate el programa!!, pero avui no m'agradat gens!!M'ha deixat mal sabor de boca, per ser l'ultim programa",Arriba la adrenalina!!,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlGvZtXHgu5/,Quins nervis hem passat,Quins nervis hem passat,Molt bé. Disfrutan.,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlG2BseHkhv/,A l'estiu si que feu spoilers??‍♀️,A l'estiu si que feu spoilers??‍♀️,Moltes felicitats i gaudir del premi . Salut i república !,Enhorabuena Master!! Eres/Sois Grandes un gran abrazo Ángel!!,Muchas Felicidades Ángel y equipo.,Guayyy!!!!!,Magradat  mol  pro pudian fer  no  tan  manxa  de  revista,Fantàstic. Gràcies.,,Moltes Gràcies!!!
JDC COMMENTS,https://www.instagram.com/p/BlFfCaAnoJJ/,Amb la family i amics  es clar per veure com acaba tot ;),Amb la family i amics  es clar per veure com acaba tot ;),Amb l @amasdeul,Amb la meva parella ❤️,@manelnuno,Amb la família,Aqueta nit amb #lilabeagle ! Al @gregori_albareda li toca treballar,Amb família,Amb la família!,@modolchristian  sempre!!
JDC COMMENTS,https://www.instagram.com/p/Bk2F0_fHVMY/,Súper!!!!,Súper!!!!,Súper!!!!,Súper!!!!,,Moltes felicitats al guanyador del programa. Sou molt grans @jocdecartestv3,Com volaven els bolets ahir....,Sou genials ! Enhorabona!!!!,"Aplaudiments , per vosaltres !!!",Jo tinc la llista dels que haig d'anar i els que NOOOOOO haig d'anar!!!!!
JDC COMMENTS,https://www.instagram.com/p/Bl5pg2EFfo8/,Ho veure'n el meu marit i jo. Molt bon programa,Ho veure'n el meu marit i jo. Molt bon programa,Quins nervis!!!,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlAXuqsHsRv/,Brutal!!!! Me encanta este programa y su presentador ❤️,Brutal!!!! Me encanta este programa y su presentador ❤️,@andrea_quinonero,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlG3JUknSkG/,Sou molt grans !!!!Felicitats,Sou molt grans !!!!Felicitats,,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/BlIF3-JnuQg/,@jocdecartestv3 I per què (8.8+8.8)÷2 dóna 9 al restaurant que guanya?,@jocdecartestv3 I per què (8.8+8.8)÷2 dóna 9 al restaurant que guanya?,Que mires amb tanta atenció @madxef?,,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Bk02vrrn9Tq/,L'equip humà del @elgessami es mereix el segell #lasmasmajasdelbaixmunitotarreu,L'equip humà del @elgessami es mereix el segell #lasmasmajasdelbaixmunitotarreu,"Merrscudíssim triomf de ""4 vents 3.0""!!!  Però que consti que ens agraden molt més els programes on hi ha bon rotllo... (Com els costa d'encaixar les crítiques a algunes persones... Així és normal que no millorin...).",Enhorabona a tot l'equip del @restaurantquatrevents3.0 a seguir aixi!!!,@imma_terradellas  jo creec que per opinar de oes persones les ahuries de coneixer y ferta la teva propia opinio si nomes et deixes dur per la opinio d un porgrama de oa tele no deixes de ser un titella yo he dinat varies vegades als restaurants d'aquest programa y s ha de dir que un mal dia el te tothom,"@drmonkey54 sí, amb això téns tota la raó.",,,,
JDC COMMENTS,https://www.instagram.com/p/Bk0t-genROy/,Bravo,Bravo,"4 restaurants I els carquinyolis de ""Can Ponassa"" de Vilamajor que son el millor d'unes bones postres!!!!",,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Bk0KYsVnzJT/,"Molta emoció cuan sento els Violent Femmes al teu programa, @madxef s’agraeix la teva música!","Molta emoció cuan sento els Violent Femmes al teu programa, @madxef s’agraeix la teva música!",Esperem que no sel's clavin !,,,,,,,
